Title,Authors,Journal,Year,PMID
"EZH2 and BCL6 Cooperate to Assemble CBX8-BCOR Complex to Repress Bivalent Promoters, Mediate Germinal Center Formation and Lymphomagenesis","Béguelin, W; Teater, M … Bardwell, VJ; Melnick, AM",Cancer Cell,2016,27505670
Comprehensive analysis of promoter-proximal RNA polymerase II pausing across mammalian cell types,"Day, DS; Zhang, B; Stevens, SM; Ferrari, F; Larschan, EN; Park, PJ; Pu, WT",Genome Biology,2016,
Complex heatmaps reveal patterns and correlations in multidimensional genomic data,"Gu, Z; Eils, R; Schlesner, M",Bioinformatics,2016,27207943
Analysis of Viral Promoter Usage in EBV-Infected Cell Lines: A Comparison of qPCR Following Conventional RNA Isolation and Nuclear Run-On Assay,"Szenthe, K; Banati, F",Methods in Molecular Biology,2016,27873271
msa: an R package for multiple sequence alignment,"Bodenhofer, U; Bonatesta, E; Horejš-Kainrath, C; Hochreiter, S",Bioinformatics,2015,
Evaluation of No Evidence of Disease Activity in a 7-Year Longitudinal Multiple Sclerosis Cohort,"Rotstein, DL; Healy, BC; Malik, MT; Chitnis, T; Weiner, HL",JAMA Neurology,2015,25531931
Epstein-Barr virus latent genes,"Kang, M; Kieff, E",Experimental & Molecular Medicine,2015,25613728
EBV Persistence-Introducing the Virus,"Thorley-Lawson, DA",Current Topics in Microbiology and Immunology,2015,26424647
EBV Noncoding RNA Binds Nascent RNA to Drive Host PAX5 to Viral DNA,"Lee, N; Moss, WN; Yario, TA; Steitz, JA",Cell,2015,25662012
Comprehensive serological profiling of human populations using a synthetic human virome,"Xu, GJ; Kula, T … Larman, HB; Elledge, SJ",Science,2015,26045439
The regulatory network of B‐cell differentiation: a focused view of early B‐cell factor 1 function,"Boller, S; Grosschedl, R",Immunological Reviews,2014,25123279
The NF-κB Genomic Landscape in Lymphoblastoid B Cells,"Zhao, B; Barrera, LA … Kieff, E; Gewurz, BE",Cell Reports,2014,25159142
Oncogenic Mechanisms in Burkitt Lymphoma,"Schmitz, R; Ceribelli, M; Pittaluga, S; Wright, G; Staudt, LM",Cold Spring Harbor Perspectives in Medicine,2014,24492847
Software for Computing and Annotating Genomic Ranges,"Lawrence, M; Huber, W; Pagès, H; Aboyoun, P; Carlson, M; Gentleman, R; Morgan, MT; Carey, VJ",PLoS Computational Biology,2013,23950696
A Hybrid Mechanism of Action for BCL6 in B Cells Defined by Formation of Functionally Distinct Complexes at Enhancers and Promoters,"Hatzi, K; Jiang, Y … Elemento, O; Melnick, A",Cell Reports,2013,23911289
Telomeres and viruses: common themes of genome maintenance,"Deng, Z; Wang, Z; Lieberman, PM",Frontiers in Oncology,2012,
Antiretroviral prophylaxis for HIV prevention in heterosexual men and women.,"Baeten, J; Donnell, D; Ndase, P; Mugo, N; Campbell, J; Wangisi, J; Tappero, J; Bukusi, E; Cohen, C; Katabira, E; Ronald, A; Tumwesigye, E; Were, E; Fife, K; Kiarie, J; Farquhar, C; John-Stewart, G; Kakia, A; Odoyo, J; Mucunguzi, A; Nakku-Joloba, E; Twesigye, R; Ngure, K; Apaka, C; Tamooh, H; Gabona, F; Mujugira, A; Panteleeff, D; Thomas, K; Kidoguchi, L; Krows, M; Revall, J; Morrison, S; Haugen, H; Emmanuel-Ogier, M; Ondrejcek, L; Coombs, R; Frenkel, L; Hendrix, C; Bumpus, N; Bangsberg, D; Haberer, J; Stevens, W; Lingappa, J; Celum, C; Partners, PST",The New England journal of medicine,2012,22784037
An Atlas of the Epstein-Barr Virus Transcriptome and Epigenome Reveals Host-Virus Regulatory Interactions,"Arvey, A; Tempera, I; Tsai, K; Chen, H; Tikhmyanova, N; Klichinsky, M; Leslie, C; Lieberman, PM",Cell Host & Microbe,2012,22901543
Hallmarks of Cancer: The Next Generation,"Hanahan, D; Weinberg, RA",Cell,2011,
ZEB1 and CtBP form a repressive complex at a distal promoter element of the BCL6 locus,"Papadopoulou, V; Postigo, A; Sánchez-Tilló, E; Porter, ACG; Wagner, SD",Biochemical Journal,2010,20175752
Integrated biochemical and computational approach identifies BCL6 direct target genes controlling multiple pathways in normal germinal center B cells,"Basso, K; Saito, M; Sumazin, P; Margolin, AA; Wang, K; Lim, W; Kitagawa, Y; Schneider, C; Alvarez, MJ; Califano, A; Dalla-Favera, R",Blood,2010,19965633
Epstein-Barr virus nuclear antigen 3C regulated genes in lymphoblastoid cell lines,"Zhao, B; Mar, JC; Maruo, S; Lee, S; Gewurz, BE; Johannsen, E; Holton, K; Rubio, R; Takada, K; Quackenbush, J; Kieff, E",Proceedings of the National Academy of Sciences,2010,21173222
"CDK19 is disrupted in a female patient with bilateral congenital retinal folds, microcephaly and mild mental retardation","Mukhopadhyay, A; Kramer, JM … van Nouhuys, CE; Cremers, FPM",Human Genetics,2010,20563892
The BCL6 transcriptional program features repression of multiple oncogenes in primary B cells and is deregulated in DLBCL,"Ci, W; Polo, JM; Cerchietti, L; Shaknovich, R; Wang, L; Yang, SN; Ye, K; Farinha, P; Horsman, DE; Gascoyne, RD; Elemento, O; Melnick, A",Blood,2009,19307668
Single Nucleotide Variants of the TGACTCA Motif Modulate Energetics and Orientation of Binding of the Jun-Fos Heterodimeric Transcription Factor,"Seldeen, KL; McDonald, CB; Deegan, BJ; Farooq, A",Biochemistry,2009,19215067
Identification of a conserved F-box protein 6 interactor essential for endocytosis and cytokinesis in fission yeast,"Jourdain, I; Spielewoy, N; Thompson, J; Dhut, S; Yates, JR; Toda, T",Biochemical Journal,2009,19243310
Reversible disruption of BCL6 repression complexes by CD40 signaling in normal and malignant B cells,"Polo, JM; Ci, W; Licht, JD; Melnick, A",Blood,2008,18487509
BCL6 represses CHEK1 and suppresses DNA damage pathways in normal and malignant B-cells,"Ranuncolo, SM; Polo, JM; Melnick, A","Blood Cells, Molecules, and Diseases",2008,18346918
BCL6 programs lymphoma cells for survival and differentiation through distinct biochemical mechanisms,"Parekh, S; Polo, JM; Shaknovich, R; Juszczynski, P; Lev, P; Ranuncolo, SM; Yin, Y; Klein, U; Cattoretti, G; Favera, RD; Shipp, MA; Melnick, A",Blood,2007,17545502
JunD/AP-1 and STAT3 are the major enhancer molecules for high Bcl6 expression in germinal center B cells,"Arguni, E; Arima, M; Tsuruoka, N; Sakamoto, A; Hatano, M; Tokuhisa, T",International Immunology,2006,16702165
IL-10 can induce the expression of EBV-encoded latent membrane protein-1 (LMP-1) in the absence of EBNA-2 in B lymphocytes and in Burkitt lymphoma- and NK lymphoma-derived cell lines,"Kis, LL; Takahara, M; Nagy, N; Klein, G; Klein, E",Blood,2006,16332968
A model for the comprehensive investigation of a chronic autoimmune disease: The multiple sclerosis CLIMB study,"Gauthier, SA; Glanz, BI; Mandel, M; Weiner, HL",Autoimmunity Reviews,2006,17027888
Post-transplant lymphoproliferative disorders: molecular basis of disease histogenesis and pathogenesis,"Capello, D; Rossi, D; Gaidano, G",Hematological Oncology,2005,16216037
Genomic Sequence Analysis of Epstein-Barr Virus Strain GD1 from a Nasopharyngeal Carcinoma Patient,"Zeng, M; Li, D; Liu, Q; Song, L; Li, M; Zhang, R; Yu, X; Wang, H; Ernberg, I; Zeng, Y",Journal of Virology,2005,16306603
Proteins of purified Epstein-Barr virus,"Johannsen, E; Luftig, M; Chase, MR; Weicksel, S; Cahir-McFarland, E; Illanes, D; Sarracino, D; Kieff, E",Proceedings of the National Academy of Sciences,2004,15534216
MTA3 and the Mi-2/NuRD Complex Regulate Cell Fate during B Lymphocyte Differentiation,"Fujita, N; Jaye, DL; Geigerman, C; Akyildiz, A; Mooney, MR; Boss, JM; Wade, PA",Cell,2004,15454082
Epstein-Barr Virus (EBV) LMP2A induces alterations in gene transcription similar to those observed in Reed-Sternberg cells of Hodgkin lymphoma,"Portis, T; Dyck, P; Longnecker, R",Blood,2003,12907455
Disseminated Nocardia transvalensis Infection: An Unusual Opportunistic Pathogen in Severely Immunocompromised Patients,"McNeil, MM; Brown, JM; Magruder, CH; Shearlock, KT; Saul, RA; Allred, DP; Ajello, L",Journal of Infectious Diseases,1992,1727888
DNA sequence and expression of the B95-8 Epstein-Barr virus genome,"Baer, R; Bankier, AT; Biggin, MD; Deininger, PL; Farrell, PJ; Gibson, TJ; Hatfull, G; Hudson, GS; Satchwell, SC; Séguin, C; Tuffnell, PS; Barrell, BG",Nature,1984,6087149
Comparison of Epstein-Barr virus strains of different origin by analysis of the viral DNAs,"Bornkamm, GW; Delius, H; Zimber, U; Hudewentz, J; Epstein, MA",Journal of Virology,1980,6252328
(title unavailable),,,,
